index	table_id	annotator_id	premise	hypothesis	label 
11957	T1965	GW94	to be or not to be	Anurag Basu was a writer and diector for Jagga Jasoos.	0
11958	T1965	GW94	to be or not to be	Anurag Basu played a small acting role in Jagga Jasoos.	1
11959	T1965	GW94	to be or not to be	Jagga Jasoos made a profit at the box office.	2
11960	T1965	GW93	to be or not to be	Jagga Jasoos is from India.	0
11961	T1965	GW93	to be or not to be	Jagga Jasoos won five awards.	1
11962	T1965	GW93	to be or not to be	Jagga Jasoos was released in Punjabi.	2
11963	T1967	GW84	to be or not to be	Il Volo is a band from Europe.	0
11964	T1967	GW84	to be or not to be	Il Volo was signed to Geffen for most of its existance.	1
11965	T1967	GW84	to be or not to be	Il Volo was never signed to a label.	2
11966	T1967	GW86	to be or not to be	Il Volo is an Italian act.	0
11967	T1967	GW86	to be or not to be	Il Volo is currently signed to Sony Music Latin.	1
11968	T1967	GW86	to be or not to be	Il Volo has been active for over a decade.	2
11969	T1967	GW85	to be or not to be	Il Volo is still active today	0
11970	T1967	GW85	to be or not to be	Il Volo is an italian art work	1
11971	T1967	GW85	to be or not to be	Il Volo is not online	2
11972	T1968	GW94	to be or not to be	Images and Words took more than one month to record.	0
11973	T1968	GW94	to be or not to be	Images and Words was not popular among progressive metal fans.	1
11974	T1968	GW94	to be or not to be	Images and Words was produced by David Porter.	2
11975	T1968	GW84	to be or not to be	Images and Words was released over half a year after it was recorded.	0
11976	T1968	GW84	to be or not to be	There are more progressive rock songs than progressive metal songs on Images and Words.	1
11977	T1968	GW84	to be or not to be	Images and Words runs right at one and a half hour.	2
11978	T1968	GW93	to be or not to be	Images and Words was released in the 90s.	0
11979	T1968	GW93	to be or not to be	A cover of Images and Words was released in the 2000s.	1
11980	T1968	GW93	to be or not to be	Images and Words is over an hour long.	2
11981	T1971	GW28	to be or not to be	Immortalized is a music album recorded and released in one year.	0
11982	T1971	GW28	to be or not to be	Immortalized won numerous awards upon its release.	1
11983	T1971	GW28	to be or not to be	Immortalized was recorded and released in wintertime.	2
11984	T1971	GW94	to be or not to be	Immortalized was produced by Kevin Churko.	0
11985	T1971	GW94	to be or not to be	Immortalized spent 80 hours in the studio.	1
11986	T1971	GW94	to be or not to be	Immortalized came from California.	2
11987	T1971	GW93	to be or not to be	Immortalized was produced by Kevin Churko.	0
11988	T1971	GW93	to be or not to be	Immortalized did better under the Warner Bros. label.	1
11989	T1971	GW93	to be or not to be	Immortalized is in the country music genre.	2
11990	T1972	GW85	to be or not to be	Imperial Blue is an alcohol brand.	0
11991	T1972	GW85	to be or not to be	Imperial Blue is a high percent of alcohol	1
11992	T1972	GW85	to be or not to be	Imperial Blue is for kids	2
11993	T1972	GW93	to be or not to be	Imperial Blue is related to Chivas Regal.	0
11994	T1972	GW93	to be or not to be	Imperial Blue is no longer being produced.	1
11995	T1972	GW93	to be or not to be	Imperial Blue originates in Indonesia.	2
11996	T1972	GW4	to be or not to be	Imperial Blue whiskey was manufactured and distributed by the same company.	0
11997	T1972	GW4	to be or not to be	Imperial Blue whiskey has more alcohol than other whiskeys.	1
11998	T1972	GW4	to be or not to be	Imperial Blue whiskey was made in the United States.	2
11999	T1973	GW94	to be or not to be	Imperial Commander made over 600,000 pounds in earnings.	0
12000	T1973	GW94	to be or not to be	Imperial Commander competed at last at the age of 11.	1
12001	T1973	GW94	to be or not to be	Imperial Commander died over the age of 20.	2
12002	T1973	GW93	to be or not to be	Imperial Commander lived for 16 years.	0
12003	T1973	GW93	to be or not to be	Imperial Commander lived its whole life in Ireland.	1
12004	T1973	GW93	to be or not to be	Imperial Commander made more than a million dollars.	2
12005	T1973	GW86	to be or not to be	Imperial Commander earned more than £600,000.	0
12006	T1973	GW86	to be or not to be	Imperial Commander spent his entire life in Ireland.	1
12007	T1973	GW86	to be or not to be	Imperial Commander was a mare.	2
12008	T1974	GW28	to be or not to be	Ho Chi Minh City is the most populous city in the country.	1
12009	T1974	GW94	to be or not to be	Ho Chi Minh City will grow to 9,000,000 people in the next year.	1
12010	T1974	GW102	to be or not to be	Ho Chi Minh City has 10,610 people per square mile.	1
12011	T1975	GW85	to be or not to be	Jagged Little Pill is a pop song	0
12012	T1975	GW85	to be or not to be	Jagged Little Pill was made in hollywood	1
12013	T1975	GW85	to be or not to be	Jagged Little Pill is not made by glen ballard	2
12014	T1975	GW93	to be or not to be	Jagged Little Pillis was released in 1995.	0
12015	T1975	GW93	to be or not to be	Jagged Little Pill was the only album ever produced by Glen Ballard.	1
12016	T1975	GW93	to be or not to be	Jagged Little Pill is considered R&B.	2
12017	T1975	GW86	to be or not to be	Jagged Little Pill took over a year to record.	0
12018	T1975	GW86	to be or not to be	The majority of Jagged Little Pill was recorded at Westlake Recording Studios.	1
12019	T1975	GW86	to be or not to be	Jagged Little Pill was released in the fall of 1995.	2
12020	T1976	GW72	to be or not to be	Hollywood Undead has predominately rap influences	1
12021	T1976	GW93	to be or not to be	Hollywood Undead's band members were born in Los Angeles.	1
12022	T1976	GW86	to be or not to be	The Hollywood Undead are currently signed with BMG.	1
12023	T1978	GW93	to be or not to be	Jake Paul's website is jakepaul.com.	0
12024	T1978	GW93	to be or not to be	Jake Paul is losing subscribers.	1
12025	T1978	GW93	to be or not to be	Jake Paul is no longer active.	2
12026	T1978	GW84	to be or not to be	Jake Paul is an entertainer in his early twenties.	0
12027	T1978	GW84	to be or not to be	Jake Paul is more famous than his brother.	1
12028	T1978	GW84	to be or not to be	Jake Paul shares a website with his brother.	2
12029	T1978	GW86	to be or not to be	Jake Paul has at least one sibling.	0
12030	T1978	GW86	to be or not to be	Jake Paul has released a rap album.	1
12031	T1978	GW86	to be or not to be	Jake Paul resides in the same area of the United States that he was born in.	2
12032	T1979	GW2	to be or not to be	Hollywood Vampires is a hard rock band that started on the west coast.	0
12033	T1979	GW2	to be or not to be	Hollywood Vampires is a hard rock group with exactly four members.	1
12034	T1979	GW2	to be or not to be	Hollywood Vampires did their first tour in 2014.	2
12035	T1979	GW4	to be or not to be	Hollywood Vampires is known for playing rock music.	0
12036	T1979	GW4	to be or not to be	Hollywood Vampires has recorded an album with Alice Cooper.	1
12037	T1979	GW4	to be or not to be	The band Hollywood Vampires has been performing for over 10 years.	2
12038	T1979	GW85	to be or not to be	Hollywood Vampires is a hard rock band	0
12039	T1979	GW85	to be or not to be	Hollywood Vampires is still played reguilary.	1
12040	T1979	GW85	to be or not to be	Hollywood Vampires is a movie	2
12041	T1980	GW85	to be or not to be	Impression, soleil levant is a lovely art work made in paris.	0
12042	T1980	GW85	to be or not to be	Impression, soleil levant was done in the 1800's	1
12043	T1980	GW85	to be or not to be	Impression, soleil levant is a picaso	2
12044	T1980	GW93	to be or not to be	Impression, soleil levant was created by Claude Monet.	0
12045	T1980	GW93	to be or not to be	Impression, soleil levant has only been displayed at one museum.	1
12046	T1980	GW93	to be or not to be	Impression, soleil levant was painted in 1852.	2
12047	T1980	GW4	to be or not to be	Impression, soleil levant was painted in the 19th century.	0
12048	T1980	GW4	to be or not to be	The piece Impression, soleil levant was painted in Paris.	1
12049	T1980	GW4	to be or not to be	The piece Impression, soleil levant is on display in Italy.	2
12050	T1981	GW85	to be or not to be	Holy Bull was born in Florida.	0
12051	T1981	GW85	to be or not to be	Holy Bull is not a leo.	1
12052	T1981	GW85	to be or not to be	Holy Bull is alive and well.	2
12053	T1981	GW84	to be or not to be	Holy Bull won all his races.	0
12054	T1981	GW84	to be or not to be	Holy Bull was the best horse Warren A. Croll, Jr. ever trained.	1
12055	T1981	GW84	to be or not to be	Holy Bull died over ten years ago.	2
12056	T1981	GW93	to be or not to be	Holy Bull was owned by two people.	0
12057	T1981	GW93	to be or not to be	Holy Bull had ten offspring.	1
12058	T1981	GW93	to be or not to be	Holy Bull made over 3 million dollars in earnings.	2
12059	T1982	GW93	to be or not to be	Jake lived for over a decade.	0
12060	T1982	GW93	to be or not to be	Jake was only involved in two rescue efforts in his life.	1
12061	T1982	GW93	to be or not to be	Jake was a golden retriever.	2
12062	T1982	GW95	to be or not to be	Jake helped humans rescue others.	0
12063	T1982	GW95	to be or not to be	Jake died while working.	1
12064	T1982	GW95	to be or not to be	Jake was just a puppy when he died.	2
12065	T1982	GW84	to be or not to be	Jake was a dog that helped people.	0
12066	T1982	GW84	to be or not to be	Jake was mostly known for work during hurricanes.	1
12067	T1982	GW84	to be or not to be	Jake was owned by the Utah Task Force.	2
12068	T1983	GW86	to be or not to be	Impressive was a male horse.	0
12069	T1983	GW86	to be or not to be	Impressive died a number of years ago.	1
12070	T1983	GW86	to be or not to be	The name of Impressive's mother is unknown.	2
12071	T1983	GW93	to be or not to be	Impressive was a Quarter Horse.	0
12072	T1983	GW93	to be or not to be	Impressive was owned by Fennel Brown by Dean Landers.	1
12073	T1983	GW93	to be or not to be	Impressive was born in Canada.	2
12074	T1983	GW84	to be or not to be	Impressive was a male horse in the sixties.	0
12075	T1983	GW84	to be or not to be	Impressive was the only horse that Perry Cotton breeded.	1
12076	T1983	GW84	to be or not to be	Impressive was a white and black pony.	2
12077	T1984	GW2	to be or not to be	Holy Diver was recorded in North America.	0
12078	T1984	GW2	to be or not to be	Ronnie James Dio is the singer on Holy Diver.	1
12079	T1984	GW2	to be or not to be	Holy Diver is a soft rock album, released in the 80s.	2
12080	T1984	GW93	to be or not to be	Holy Diver was released in the spring of 1983.	0
12081	T1984	GW93	to be or not to be	Holy Diver went platinum.	1
12082	T1984	GW93	to be or not to be	Holy Diver is in the hip hop genre.	2
12083	T1984	GW72	to be or not to be	Holy Diver was recorded in less than a year	0
12084	T1984	GW72	to be or not to be	Holy Diver is the first studio album by the band	1
12085	T1984	GW72	to be or not to be	Holy Diver is more than one hour in length	2
12086	T1985	GW94	to be or not to be	The Holy Trinity can be found in Florence.	0
12087	T1985	GW94	to be or not to be	The Holy Trinity was finished at the end of 1425.	1
12088	T1985	GW94	to be or not to be	The Holy Trinity was made by da Vinci.	2
12089	T1985	GW28	to be or not to be	The Holy Trinity is a 15th century work of art.	0
12090	T1985	GW28	to be or not to be	The Holy Trinity is Masaccio's most famous work.	1
12091	T1985	GW28	to be or not to be	The Holy Trinity is a painting on canvas that is wider than it is tall.	2
12092	T1985	GW93	to be or not to be	The Holy Trinity was made in 1425.	0
12093	T1985	GW93	to be or not to be	The Holy Trinity was always been located in Florence.	1
12094	T1985	GW93	to be or not to be	The Holy Trinity is an oil painting.	2
12095	T1986	GW85	to be or not to be	I'm with You is a warners Bro's film	0
12096	T1986	GW85	to be or not to be	I'm with You is an hour long.	1
12097	T1986	GW85	to be or not to be	I'm with You is not popular at all	2
12098	T1986	GW93	to be or not to be	I'm with You was produced by Rick Rubin.	0
12099	T1986	GW93	to be or not to be	I'm with You was recorded predominantly at the Shangri La Studio in Malibu, CA.	1
12100	T1986	GW93	to be or not to be	I'm with You is over an hour long.	2
12101	T1986	GW72	to be or not to be	I'm with You was released the same year that it finished recording	0
12102	T1986	GW72	to be or not to be	I'm with You fits best into the funk rock genre	1
12103	T1986	GW72	to be or not to be	I'm with You is more than one hour in length	2
12104	T1987	GW84	to be or not to be	Holy Wood was released within months after it was recorded.	0
12105	T1987	GW84	to be or not to be	There are more hard rock songs than gothic rock songs on Holy Wood.	1
12106	T1987	GW84	to be or not to be	Holy Wood was released in the nineties.	2
12107	T1987	GW86	to be or not to be	Holy Wood is over an hour long.	0
12108	T1987	GW86	to be or not to be	Holy Wood took more than 12 months to record.	1
12109	T1987	GW86	to be or not to be	Holy Wood was recorded in a single studio.	2
12110	T1987	GW28	to be or not to be	Holy Wood (In the Shadow of the Valley of Death) is a rock album recorded and released over a two-year period.	0
12111	T1987	GW28	to be or not to be	Holy Wood (In the Shadow of the Valley of Death) was released on CD and Vinyl record.	1
12112	T1987	GW28	to be or not to be	Holy Wood (In the Shadow of the Valley of Death) was produced in multiple states.	2
12113	T1990	GW85	to be or not to be	Home Again has Reese Witherspoon in it.	0
12114	T1990	GW85	to be or not to be	August 29, 2017 was when Home agian came out	1
12115	T1990	GW85	to be or not to be	It is a 3 hour movie	2
12116	T1990	GW72	to be or not to be	Home Again had the same writer and director	0
12117	T1990	GW72	to be or not to be	Reese Witherspoon won an award for starring in Home Again	1
12118	T1990	GW72	to be or not to be	Home Again did not make enough at the Box Office to cover its budget	2
12119	T1990	GW2	to be or not to be	The movie Home Again brought in more than twice its budget in the box office.	0
12120	T1990	GW2	to be or not to be	Hallie Meyers-Shyer has directed more than 10 movies.	1
12121	T1990	GW2	to be or not to be	Home Again the movie is under 1.5 hours long.	2
12122	T1993	GW85	to be or not to be	Home Alone was a hit in the 90's	0
12123	T1993	GW85	to be or not to be	Home Alone was made by john Hughes	1
12124	T1993	GW85	to be or not to be	Home Alone did not have a child star in it	2
12125	T1993	GW84	to be or not to be	Home Alone was written and produced by the same man.	0
12126	T1993	GW84	to be or not to be	Home Alone focused on the life of Daniel Stern's character.	1
12127	T1993	GW84	to be or not to be	Home Alone lost money in the box office.	2
12128	T1993	GW93	to be or not to be	The same person produced and wrote Home Alone.	0
12129	T1993	GW93	to be or not to be	Home Alone was more successful than it was predicted to be.	1
12130	T1993	GW93	to be or not to be	Home Alone was released in 1993.	2
12131	T1994	GW72	to be or not to be	Inception had the same director, producer and writer	0
12132	T1994	GW72	to be or not to be	Inception made more at the Box office in the United States than the United Kingdom	1
12133	T1994	GW72	to be or not to be	Inception had multiple artists on its soundtrack	2
12134	T1994	GW93	to be or not to be	Inception was distributed by Warner Bros. Pictures.	0
12135	T1994	GW93	to be or not to be	Inception was more successful in the UK than in the US.	1
12136	T1994	GW93	to be or not to be	Inception had run time of 3 hours.	2
12137	T1994	GW94	to be or not to be	Christopher Nolan directed, wrote and produced Inception.	0
12138	T1994	GW94	to be or not to be	Legendary Pictures and Syncopy worked together.	1
12139	T1994	GW94	to be or not to be	Inception was a box office flop.	2
12140	T1995	GW93	to be or not to be	Homecoming Queen's sire is Holy Roman Emperor.	0
12141	T1995	GW93	to be or not to be	Homecoming Queen has lived in one city her whole life.	1
12142	T1995	GW93	to be or not to be	Homecoming Queen has made under $22,000 in earnings.	2
12143	T1995	GW28	to be or not to be	Homecoming Queen is a female Irish racehorse.	0
12144	T1995	GW28	to be or not to be	Homecoming Queen is a profitable racehorse for its owners.	1
12145	T1995	GW28	to be or not to be	Homecoming Queen lost more races than it won.	2
12146	T1995	GW94	to be or not to be	Homecoming Queen was born in Ireland.	0
12147	T1995	GW94	to be or not to be	Homecoming Queen's first owner was Michael Tabor.	1
12148	T1995	GW94	to be or not to be	Homecoming Queen made over 200,000 pounds.	2
12149	T1996	GW93	to be or not to be	Sir Home Riggs Popham was born in Gibraltar.	0
12150	T1996	GW93	to be or not to be	Sir Home Riggs Popham livedin Gibraltar most of his adult life.	1
12151	T1996	GW93	to be or not to be	Sir Home Riggs Popham was a general.	2
12152	T1996	GW85	to be or not to be	Sir Home Riggs Popham was born in fall	0
12153	T1996	GW85	to be or not to be	Sir Home Riggs Popham is not alive.	1
12154	T1996	GW85	to be or not to be	Sir Home Riggs Popham is a runaway from the army	2
12155	T1996	GW2	to be or not to be	Sir Home Riggs Popham was born in one century and died in another.	0
12156	T1996	GW2	to be or not to be	Sir Home Riggs Popham won over 4 medals.	1
12157	T1996	GW2	to be or not to be	Sir Home Riggs Popham fought in exactly one war.	2
12158	T1997	GW4	to be or not to be	Incheon is part of Korea.	0
12159	T1997	GW4	to be or not to be	Incheon has been around for over 1000 years.	1
12160	T1997	GW4	to be or not to be	Incheon only has one main district.	2
12161	T1997	GW85	to be or not to be	Incheon is a part of Incheon Gwang-yeoksi	0
12162	T1997	GW85	to be or not to be	Incheon has 8 districts	1
12163	T1997	GW85	to be or not to be	Incheon is a small town	2
12164	T1997	GW93	to be or not to be	Incheon changed its name in 1995.	0
12165	T1997	GW93	to be or not to be	Bupyeong-gu is the largest district in Incheon.	1
12166	T1997	GW93	to be or not to be	Incheon is part of North Korea.	2
12167	T1998	GW86	to be or not to be	Homework took more than 24 months to record.	0
12168	T1998	GW86	to be or not to be	Homework took more than 36 months to record.	1
12169	T1998	GW86	to be or not to be	Homework was produced by a single individual.	2
12170	T1998	GW93	to be or not to be	Homework was released at the beginning of 1997.	0
12171	T1998	GW93	to be or not to be	The Homework album had Thomas Bangalter as the main producer.	1
12172	T1998	GW93	to be or not to be	The running time of the album Homework is less than an hour long.	2
12173	T1998	GW85	to be or not to be	Homework came out in 1997.	0
12174	T1998	GW85	to be or not to be	Homework is it a virgin film.	1
12175	T1998	GW85	to be or not to be	I was not produced well	2
12176	T1999	GW72	to be or not to be	Incognito is published by Icon Comics once per month	0
12177	T1999	GW72	to be or not to be	Incognito is still being published	1
12178	T1999	GW72	to be or not to be	Incognito an ongoing series	2
12179	T1999	GW85	to be or not to be	Incognito is a comic series.	0
12180	T1999	GW85	to be or not to be	Incognito came out in Dec of 2008.	1
12181	T1999	GW85	to be or not to be	Incognito has a 100 issues	2
12182	T1999	GW84	to be or not to be	Incognito had two series.	0
12183	T1999	GW84	to be or not to be	Incognito's first series made more money than the second series.	1
12184	T1999	GW84	to be or not to be	Incognito's first publication was twenty years ago.	2
12185	T2000	GW60	to be or not to be	Homogenic was released in the same year that its recording was completed.	0
12186	T2000	GW60	to be or not to be	The producer Bjork also sings on the album.	1
12187	T2000	GW60	to be or not to be	The recording was released in the same year that its recording began.	2
12188	T2000	GW84	to be or not to be	Homogenic was released the month after work on it was completed.	0
12189	T2000	GW84	to be or not to be	Howie B did more work than any of the other producers on Homogenic.	1
12190	T2000	GW84	to be or not to be	Elektra was the only label to release Homogenic.	2
12191	T2000	GW93	to be or not to be	Homogenic was released in 1997.	0
12192	T2000	GW93	to be or not to be	The main producer of Homogenic was Mark Bell.	1
12193	T2000	GW93	to be or not to be	Homogenic is over an hour long.	2
12194	T2001	GW93	to be or not to be	The capital of Republic of Honduras is Tegucigalpa.	0
12195	T2001	GW93	to be or not to be	Republic of Honduras has always had a National Congress.	1
12196	T2001	GW93	to be or not to be	Republic of Honduras's main ethniity grou pis Amerindian.	2
12197	T2001	GW84	to be or not to be	Tegucigalpa is a city in Honduras.	0
12198	T2001	GW84	to be or not to be	Ricardo Alvarez Arias and Mauricio Oliva are the same age.	1
12199	T2001	GW84	to be or not to be	A woman is the president of Honduras.	2
12200	T2001	GW72	to be or not to be	The majority of the population in the Republic of Honduras are Mestizoa	0
12201	T2001	GW72	to be or not to be	The Republic of Honduras is most commonly referred to as Catracho(a) by its people	1
12202	T2001	GW72	to be or not to be	Republic of Honduras has more than one official languages	2
12203	T2002	GW84	to be or not to be	Incredibles 2 was written and directed by the same man.	0
12204	T2002	GW84	to be or not to be	Incredibles 2 made more in LA than other US city.	1
12205	T2002	GW84	to be or not to be	Incredibles 2 was released across the US on the same date nationwide.	2
12206	T2002	GW93	to be or not to be	Incredibles 2 was released in French.	0
12207	T2002	GW93	to be or not to be	Incredibles 2 was less of a success than it was originally thought to be.	1
12208	T2002	GW93	to be or not to be	Incredibles 2 was released in Los Angeles before the rest of the USA.	2
12209	T2002	GW94	to be or not to be	Incredibles 2 made over a billion dollars at the box office.	0
12210	T2002	GW94	to be or not to be	Grindle was the producer in charge of Incredibles 2.	1
12211	T2002	GW94	to be or not to be	Incredibles 2 was distributed by DC.	2
12212	T2003	GW93	to be or not to be	Incubus is known for alternative rock.	0
12213	T2003	GW93	to be or not to be	The members of Incubus were all born in California.	1
12214	T2003	GW93	to be or not to be	Incubus is no longer active.	2
12215	T2003	GW4	to be or not to be	The band Incubus has been together over 20 years.	0
12216	T2003	GW4	to be or not to be	The band Incubus has had albums win awards.	1
12217	T2003	GW4	to be or not to be	The band Incubus has always been on one label throughout their careers.	2
12218	T2003	GW84	to be or not to be	Incubus is a band from the western US.	0
12219	T2003	GW84	to be or not to be	Incubus performed more alternate rock than grunge.	1
12220	T2003	GW84	to be or not to be	Incubus was most successful in the 80s.	2
12221	T2004	GW85	to be or not to be	Independence Day is a 20th Century Fox film	0
12222	T2004	GW85	to be or not to be	It came out on June 25, 1996	1
12223	T2004	GW85	to be or not to be	It was a cheap movie	2
12224	T2004	GW93	to be or not to be	The music in Independence Day was composed by David Arnold.	0
12225	T2004	GW93	to be or not to be	Indpendence Day was the highest grossing box office hit the summer it was released.	1
12226	T2004	GW93	to be or not to be	The running time of Independence Day is less than two hours.	2
12227	T2004	GW4	to be or not to be	Independence Day made over 700 million dollars.	0
12228	T2004	GW4	to be or not to be	The film Independence Day was written and produced by the same person.	1
12229	T2004	GW4	to be or not to be	The movie Independence Day was released by Warner Brothers.	2
12230	T2005	GW4	to be or not to be	Honeymoon was recorded at more than one studio.	0
12231	T2005	GW4	to be or not to be	Honeymoon took several hours to record.	1
12232	T2005	GW4	to be or not to be	Honeymoon is under an hour in length.	2
12233	T2005	GW85	to be or not to be	Honeymoon came out in 2015	0
12234	T2005	GW85	to be or not to be	Honeymoon it is a polydor film	1
12235	T2005	GW85	to be or not to be	Honeymoon it is from the 90's	2
12236	T2005	GW84	to be or not to be	Honeymoon ran for over an hour.	0
12237	T2005	GW84	to be or not to be	Lana Del Rey did most of the production work on Honeymoon.	1
12238	T2005	GW84	to be or not to be	Honeymoon was recorded in Europe.	2
12239	T2008	GW86	to be or not to be	The Hong Kong Special Administrative Region of the People's Republic of China grants official status to more than one language.	0
12240	T2008	GW86	to be or not to be	The most commonly spoken language in the Hong Kong Special Administrative Region of the People's Republic of China is Cantonese.	1
12241	T2008	GW86	to be or not to be	The Chief Secretary of the Hong Kong Special Administrative Region of the People's Republic of China is Carrie Lam.	2
12242	T2008	GW85	to be or not to be	Hong Kong Special Administrative Region of the People's Republic of China only speak Cantonese	0
12243	T2008	GW85	to be or not to be	Hong Kong Special Administrative Region of the People's Republic of China is a largely chinese area.	1
12244	T2008	GW85	to be or not to be	Hong Kong Special Administrative Region of the People's Republic of China has no goverment	2
12245	T2008	GW93	to be or not to be	Hong Kong Special Administrative Region of the People's Republic of China has two official scripts.	0
12246	T2008	GW93	to be or not to be	Hong Kong Special Administrative Region of the People's Republic of China has always had a legislative council.	1
12247	T2008	GW93	to be or not to be	Hong Kong Special Administrative Region of the People's Republic of China's main ethnic group is Japanese.	2
12248	T2009	GW93	to be or not to be	"India ""Willie"" Bush was George W. Bush's cat."	0
12249	T2009	GW93	to be or not to be	"India ""Willie"" Bush lived in two houses."	1
12250	T2009	GW93	to be or not to be	"India ""Willie"" Bush had white fur."	2
12251	T2009	GW25	to be or not to be	"India ""Willie"" Bush was a cat with black fur and died at the White House in D.C.."	0
12252	T2009	GW25	to be or not to be	"India ""Willie"" Bush was the only cat that the Bush family ever owned."	1
12253	T2009	GW25	to be or not to be	"India ""Willie"" Bush was a cat owned by George and Laura Bush that lived to be 20 years old."	2
12254	T2009	GW28	to be or not to be	"India ""Willie"" Bush was a feline owned by President George W. Bush."	0
12255	T2009	GW28	to be or not to be	"India ""Willie"" Bush was granted Secret Service protection."	1
12256	T2009	GW28	to be or not to be	"India ""Willie"" Bush was a hairless breed of cat."	2
12257	T2011	GW85	to be or not to be	Indiana Jones and the Kingdom of the Crystal Skull is a Steven Spielberg film.	0
12258	T2011	GW85	to be or not to be	It was made by Paramount Pictures	1
12259	T2011	GW85	to be or not to be	it is only a half hour long	2
12260	T2011	GW93	to be or not to be	Indiana Jones and the Kingdom of the Crystal Skull was edited by Michael Kahn.	0
12261	T2011	GW93	to be or not to be	Indiana Jones and the Kingdom of the Crystal Skull was the third highest grossing Indiana Jones movie.	1
12262	T2011	GW93	to be or not to be	Indiana Jones and the Kingdom of the Crystal Skull has a running time of over 2 hours.	2
12263	T2011	GW94	to be or not to be	Indiana Jones and the Kingdom of the Crystal Skull got released in Cannes prior to the US.	0
12264	T2011	GW94	to be or not to be	Indiana Jones and the Kingdom of the Crystal Skull was the most successful Indiana Jones film in the box office.	1
12265	T2011	GW94	to be or not to be	Indiana Jones and the Kingdom of the Crystal Skull was made in the UK.	2
12266	T2012	GW93	to be or not to be	Hoobastank is associated with Vanessa Amorosi.	0
12267	T2012	GW93	to be or not to be	Hoobastank was most successful under the Napalm label.	1
12268	T2012	GW93	to be or not to be	Hoobastank is no longer active.	2
12269	T2012	GW84	to be or not to be	Hoobastank is a band from the west coast.	0
12270	T2012	GW84	to be or not to be	Hoobastank's songs are mostly post grunge.	1
12271	T2012	GW84	to be or not to be	Hoobastank stopped touring five years ago.	2
12272	T2012	GW69	to be or not to be	Hoobastank is an American rock band formed in 1994 in Agoura Hills, Los Angeles.	0
12273	T2012	GW69	to be or not to be	Hoobastank was not represented by any record label prior to 2001.	1
12274	T2012	GW69	to be or not to be	Hoobastank has been active as a rock band for over 30 years.	2
12275	T2013	GW93	to be or not to be	Indiana Jones and the Temple of Doom made over ten times its budget in the box office.	0
12276	T2013	GW93	to be or not to be	Gloria Katz was the main screenplay writer for Indiana Jones and the Temple of Doom.	1
12277	T2013	GW93	to be or not to be	Indiana Jones and the Temple of Doom has a runtime of over two hours.	2
12278	T2013	GW84	to be or not to be	Indiana Jones and the Temple of Doom was released twice in 1984.	0
12279	T2013	GW84	to be or not to be	Indiana Jones and the Temple of Doom was the biggest earner that Harrison Ford ever starred in.	1
12280	T2013	GW84	to be or not to be	Indiana Jones and the Temple of Doom was directed and produced by the same person.	2
12281	T2013	GW4	to be or not to be	Indiana Jones and the Temple of Doom made over 300 million dollars.	0
12282	T2013	GW4	to be or not to be	Indiana Jones and the Temple of Doom was made by the same company that made Star Wars.	1
12283	T2013	GW4	to be or not to be	Indiana Jones and the Temple of Doom was over two hours long.	2
12284	T2014	GW93	to be or not to be	Hootie & the Blowfish originated in South Carolina.	0
12285	T2014	GW93	to be or not to be	The band members in Hootie & the Blowfish have not changed since 1986.	1
12286	T2014	GW93	to be or not to be	Hootie & the Blowfish never had a break in the years active.	2
12287	T2014	GW95	to be or not to be	Hootie and the Blowfish play a variety of music genres	0
12288	T2014	GW95	to be or not to be	Hootie and the Blowfish consists of a group of people.	1
12289	T2014	GW95	to be or not to be	The members of Hootie and the Blowfish are now retired.	2
12290	T2014	GW28	to be or not to be	Hootie & the Blowfish are an American rock group.	0
12291	T2014	GW28	to be or not to be	Hootie & the Blowfish is a three member band.	1
12292	T2014	GW28	to be or not to be	Hootie & the Blowfish has performed continuously without a break since it formed.	2
12293	T2015	GW93	to be or not to be	Indira Gandhi served under five presidents.	0
12294	T2015	GW93	to be or not to be	Indira Gandhi approved of his successor.	1
12295	T2015	GW93	to be or not to be	Indira Gandhi was in office for six years.	2
12296	T2015	GW14	to be or not to be	At one point in time, Indira Gandhi was succeeded by her underling.	0
12297	T2015	GW14	to be or not to be	Indira Gandhi and Rajiv Gandhi are related.	1
12298	T2015	GW14	to be or not to be	Gulzarilal Nanda (Acting) held office after Morarji Desai.	2
12299	T2015	GW72	to be or not to be	Indira Gandhi held office more than once	0
12300	T2015	GW72	to be or not to be	Indira Gandhi was in the same political party as President N. Sanjiva Reddy	1
12301	T2015	GW72	to be or not to be	Indira Gandhi held office after Morarji Desai	2
12302	T2016	GW4	to be or not to be	Hope was born in the fall of 2010.	0
12303	T2016	GW4	to be or not to be	Hope has been performing to sold out crowds its whole life.	1
12304	T2016	GW4	to be or not to be	Hope the dolphin is one of the oldest dolphins at CMA.	2
12305	T2016	GW72	to be or not to be	Hope is still performing today	0
12306	T2016	GW72	to be or not to be	Hope is currently the youngest dolphin to have been at the CMA	1
12307	T2016	GW72	to be or not to be	Hope became the youngest dolphin at CMA 8 years after they were born	2
12308	T2016	GW93	to be or not to be	Hope was born in 2010.	0
12309	T2016	GW93	to be or not to be	Hope has lived in the same place since being born.	1
12310	T2016	GW93	to be or not to be	Hope is the oldest dolphin at CMA.	2
12311	T2017	GW74	to be or not to be	Hopeless Fountain Kingdom was released about 5 months after it was finished recording.	0
